"","Zip","City","State","Latitude","Longitude","Timezone","Daylight savings time flag","geopoint"
"1","47338","Eaton","IN",40.339779,-85.34956,-5,0,"40.339779,-85.34956"
"2","84722","Central","UT",37.416058,-113.62554,-7,1,"37.416058,-113.62554"
"3","42740","Glendale","KY",37.59641,-85.92294,-5,1,"37.59641,-85.92294"
"4","47429","Ellettsville","IN",39.245995,-86.62275,-5,0,"39.245995,-86.62275"
"5","46376","Schneider","IN",41.176325,-87.46426,-6,1,"41.176325,-87.46426"
"6","41348","Lost Creek","KY",37.426337,-83.29911,-5,1,"37.426337,-83.29911"
"7","41601","Allen","KY",37.611434,-82.72503,-5,1,"37.611434,-82.72503"
"8","42355","Maceo","KY",37.86975,-86.99535,-6,1,"37.86975,-86.99535"
"9","42378","Whitesville","KY",37.666515,-86.86454,-6,1,"37.666515,-86.86454"
"10","47465","Switz City","IN",39.039348,-87.04871,-5,0,"39.039348,-87.04871"
"11","47711","Evansville","IN",38.000442,-87.54178,-6,1,"38.000442,-87.54178"
"12","47937","Crawfordsville","IN",40.040014,-86.893614,-5,0,"40.040014,-86.893614"
"13","40501","Lexington","KY",38.037847,-84.61645,-5,1,"38.037847,-84.61645"
"14","41561","Rockhouse","KY",37.33162,-82.462574,-5,1,"37.33162,-82.462574"
"15","41640","Hueysville","KY",37.493888,-82.94192,-5,1,"37.493888,-82.94192"
"16","42063","Lynnville","KY",36.723872,-88.652009,-6,1,"36.723872,-88.652009"
"17","40447","McKee","KY",37.457017,-84.03435,-5,1,"37.457017,-84.03435"
"18","46913","Bringhurst","IN",40.507086,-86.50127,-5,0,"40.507086,-86.50127"
"19","46971","Grissom AFB","IN",40.780955,-86.016441,-5,0,"40.780955,-86.016441"
"20","47975","Pine Village","IN",40.448708,-87.25568,-5,0,"40.448708,-87.25568"
"21","40826","Eolia","KY",37.048238,-82.81775,-5,1,"37.048238,-82.81775"
"22","47245","Hayden","IN",39.001301,-85.619906,-5,0,"39.001301,-85.619906"
"23","84079","Vernal","UT",40.160179,-109.547839,-7,1,"40.160179,-109.547839"
"24","40353","Mount Sterling","KY",38.061248,-83.92964,-5,1,"38.061248,-83.92964"
"25","41137","Firebrick","KY",38.688142,-83.04838,-5,1,"38.688142,-83.04838"
"26","41833","Linefork","KY",37.021403,-82.98159,-5,1,"37.021403,-82.98159"
"27","41844","Pippa Passes","KY",37.334629,-82.87549,-5,1,"37.334629,-82.87549"
"28","47038","Patriot","IN",38.855749,-84.83861,-5,0,"38.855749,-84.83861"
"29","47881","Staunton","IN",39.487119,-87.18939,-5,0,"39.487119,-87.18939"
"30","40296","Louisville","KY",38.188962,-85.676819,-5,1,"38.188962,-85.676819"
"31","47167","Salem","IN",38.605039,-86.08928,-5,0,"38.605039,-86.08928"
"32","47735","Evansville","IN",37.997128,-87.574963,-6,1,"37.997128,-87.574963"
"33","84322","Logan","UT",41.641189,-111.896571,-7,1,"41.641189,-111.896571"
"34","40360","Owingsville","KY",38.152302,-83.76603,-5,1,"38.152302,-83.76603"
"35","41017","Ft Mitchell","KY",39.036361,-84.56801,-5,1,"39.036361,-84.56801"
"36","41093","Wallingford","KY",38.37106,-83.57103,-5,1,"38.37106,-83.57103"
"37","42069","Melber","KY",36.921462,-88.75871,-6,1,"36.921462,-88.75871"
"38","46394","Whiting","IN",41.679185,-87.50015,-6,1,"41.679185,-87.50015"
"39","46825","Fort Wayne","IN",41.150677,-85.12181,-5,0,"41.150677,-85.12181"
"40","46725","Columbia City","IN",41.166034,-85.48313,-5,0,"41.166034,-85.48313"
"41","40452","Mitchellsburg","KY",37.603345,-84.94918,-5,1,"37.603345,-84.94918"
"42","47471","Worthington","IN",39.123925,-86.9845,-5,0,"39.123925,-86.9845"
"43","40201","Louisville","KY",38.188962,-85.676819,-5,1,"38.188962,-85.676819"
"44","41465","Salyersville","KY",37.736751,-83.08652,-5,1,"37.736751,-83.08652"
"45","41567","Stone","KY",37.560929,-82.28796,-5,1,"37.560929,-82.28796"
"46","42633","Monticello","KY",36.801922,-84.82841,-5,1,"36.801922,-84.82841"
"47","40294","Louisville","KY",38.188962,-85.676819,-5,1,"38.188962,-85.676819"
"48","46055","McCordsville","IN",39.898378,-85.9159,-5,0,"39.898378,-85.9159"
"49","46714","Bluffton","IN",40.728816,-85.16565,-5,0,"40.728816,-85.16565"
"50","40873","Wallins Creek","KY",36.823334,-83.41058,-5,1,"36.823334,-83.41058"
"51","47030","Metamora","IN",39.428752,-85.13141,-5,0,"39.428752,-85.13141"
"52","42755","Leitchfield","KY",37.471943,-86.343941,-6,1,"37.471943,-86.343941"
"53","46411","Merrillville","IN",41.461543,-87.372779,-6,1,"41.461543,-87.372779"
"54","84701","Richfield","UT",38.765929,-112.08397,-7,1,"38.765929,-112.08397"
"55","42558","Tateville","KY",36.94919,-84.581482,-5,1,"36.94919,-84.581482"
"56","47011","Bennington","IN",38.848761,-85.07263,-5,0,"38.848761,-85.07263"
"57","47737","Evansville","IN",37.997128,-87.574963,-6,1,"37.997128,-87.574963"
"58","47345","Greens Fork","IN",39.883711,-85.04618,-5,0,"39.883711,-85.04618"
"59","41234","Meally","KY",37.795418,-82.7337,-5,1,"37.795418,-82.7337"
"60","41421","Elkfork","KY",37.997666,-83.16103,-5,1,"37.997666,-83.16103"
"61","84774","Toquerville","UT",37.250749,-113.27491,-7,1,"37.250749,-113.27491"
"62","47935","Crawfordsville","IN",40.040014,-86.893614,-5,0,"40.040014,-86.893614"
"63","47308","Muncie","IN",40.227938,-85.396685,-5,0,"40.227938,-85.396685"
"64","47868","Poland","IN",39.414547,-86.90202,-5,0,"39.414547,-86.90202"
"65","40293","Louisville","KY",38.188962,-85.676819,-5,1,"38.188962,-85.676819"
"66","40546","Lexington","KY",38.028269,-84.471505,-5,1,"38.028269,-84.471505"
"67","46581","Warsaw","IN",41.239365,-85.864267,-5,0,"41.239365,-85.864267"
"68","46760","Kimmell","IN",41.359626,-85.56204,-5,0,"41.359626,-85.56204"
"69","47017","Cross Plains","IN",38.93049,-85.19406,-5,0,"38.93049,-85.19406"
"70","47359","Montpelier","IN",40.550511,-85.28118,-5,0,"40.550511,-85.28118"
"71","84119","Salt Lake City","UT",40.696596,-111.95239,-7,1,"40.696596,-111.95239"
"72","40319","Farmers","KY",38.140258,-83.533691,-5,1,"38.140258,-83.533691"
"73","40843","Holmes Mill","KY",36.868363,-82.96607,-5,1,"36.868363,-82.96607"
"74","41086","Sparta","KY",38.709838,-84.88807,-5,1,"38.709838,-84.88807"
"75","42516","Bethelridge","KY",37.191504,-84.79832,-5,1,"37.191504,-84.79832"
"76","84085","Whiterocks","UT",40.529949,-109.91425,-7,1,"40.529949,-109.91425"
"77","42216","Clifty","KY",37.004492,-87.152148,-6,1,"37.004492,-87.152148"
"78","42253","Science Hill","KY",37.17925,-84.633915,-5,1,"37.17925,-84.633915"
"79","84067","Roy","UT",41.173226,-112.05093,-7,1,"41.173226,-112.05093"
"80","40376","Slade","KY",37.78422,-83.69224,-5,1,"37.78422,-83.69224"
"81","40742","London","KY",37.137615,-84.115617,-5,1,"37.137615,-84.115617"
"82","84023","Dutch John","UT",40.881951,-109.46319,-7,1,"40.881951,-109.46319"
"83","84065","Riverton","UT",40.503746,-111.96327,-7,1,"40.503746,-111.96327"
"84","84148","Salt Lake City","UT",40.756796,-111.837567,-7,1,"40.756796,-111.837567"
"85","42076","New Concord","KY",36.540753,-88.06837,-6,1,"36.540753,-88.06837"
"86","47634","Richland","IN",37.93889,-87.19167,-6,1,"37.93889,-87.19167"
"87","40037","Loretto","KY",37.652712,-85.41337,-5,1,"37.652712,-85.41337"
"88","40442","Kings Mountain","KY",37.351449,-84.7219,-5,1,"37.351449,-84.7219"
"89","84064","Randolph","UT",41.656963,-111.16584,-7,1,"41.656963,-111.16584"
"90","46201","Indianapolis","IN",39.775125,-86.10839,-5,0,"39.775125,-86.10839"
"91","84821","Logan","UT",41.717612,-111.868898,-7,1,"41.717612,-111.868898"
"92","84080","Vernon","UT",40.105195,-112.31673,-7,1,"40.105195,-112.31673"
"93","84715","Bicknell","UT",38.338787,-111.54921,-7,1,"38.338787,-111.54921"
"94","46967","Onward","IN",40.694298,-86.204238,-5,0,"40.694298,-86.204238"
"95","42025","Benton","KY",36.854812,-88.33515,-6,1,"36.854812,-88.33515"
"96","41862","Topmost","KY",37.357624,-82.79564,-5,1,"37.357624,-82.79564"
"97","40312","Clay City","KY",37.846536,-83.9343,-5,1,"37.846536,-83.9343"
"98","47837","Carbon","IN",39.625607,-87.11502,-5,0,"39.625607,-87.11502"
"99","40386","Versailles","KY",38.021292,-84.745488,-5,1,"38.021292,-84.745488"
"100","42123","Austin","KY",36.820727,-86.00112,-6,1,"36.820727,-86.00112"
"101","40468","Perryville","KY",37.65487,-84.98037,-5,1,"37.65487,-84.98037"
"102","46852","Fort Wayne","IN",41.093763,-85.070713,-5,0,"41.093763,-85.070713"
"103","40524","Lexington","KY",38.028269,-84.471505,-5,1,"38.028269,-84.471505"
"104","46154","Maxwell","IN",39.856763,-85.768357,-5,0,"39.856763,-85.768357"
"105","47997","Yeoman","IN",40.667985,-86.7225,-5,0,"40.667985,-86.7225"
"106","41073","Bellevue","KY",39.103011,-84.47987,-5,1,"39.103011,-84.47987"
"107","46222","Indianapolis","IN",39.786793,-86.21093,-5,0,"39.786793,-86.21093"
"108","84510","Aneth","UT",37.198216,-109.11245,-7,1,"37.198216,-109.11245"
"109","47586","Tell City","IN",37.971622,-86.73903,-5,0,"37.971622,-86.73903"
"110","40755","Pittsburg","KY",37.167752,-84.116614,-5,1,"37.167752,-84.116614"
"111","47553","Loogootee","IN",38.702827,-86.89775,-5,0,"38.702827,-86.89775"
"112","84056","Hill AFB","UT",41.118815,-112.01151,-7,1,"41.118815,-112.01151"
"113","84667","Wales","UT",39.458682,-111.67126,-7,1,"39.458682,-111.67126"
"114","46806","Fort Wayne","IN",41.048148,-85.11114,-5,0,"41.048148,-85.11114"
"115","46171","Reelsville","IN",39.525112,-86.95994,-5,0,"39.525112,-86.95994"
"116","46938","Jonesboro","IN",40.468157,-85.63456,-5,0,"40.468157,-85.63456"
"117","47573","Ragsdale","IN",38.744136,-87.321357,-5,0,"38.744136,-87.321357"
"118","42303","Owensboro","KY",37.758568,-87.08714,-6,1,"37.758568,-87.08714"
"119","47733","Evansville","IN",37.997128,-87.574963,-6,1,"37.997128,-87.574963"
"120","47958","Mellott","IN",40.163921,-87.14796,-5,0,"40.163921,-87.14796"
"121","41571","Varney","KY",37.625031,-82.38704,-5,1,"37.625031,-82.38704"
"122","84649","Oak City","UT",39.370295,-112.32369,-7,1,"39.370295,-112.32369"
"123","41824","Isom","KY",37.194426,-82.88714,-5,1,"37.194426,-82.88714"
"124","42782","Summersville","KY",37.349798,-85.64536,-6,1,"37.349798,-85.64536"
"125","42352","Livermore","KY",37.502836,-87.11162,-6,1,"37.502836,-87.11162"
"126","42437","Morganfield","KY",37.67416,-87.90199,-6,1,"37.67416,-87.90199"
"127","40844","Hoskinston","KY",37.058837,-83.38533,-5,1,"37.058837,-83.38533"
"128","46784","Rome City","IN",41.493637,-85.37745,-5,0,"41.493637,-85.37745"
"129","41204","Boons Camp","KY",37.81711,-82.68897,-5,1,"37.81711,-82.68897"
"130","42031","Clinton","KY",36.678217,-88.97559,-6,1,"36.678217,-88.97559"
"131","42058","Ledbetter","KY",37.054715,-88.48043,-6,1,"37.054715,-88.48043"
"132","46383","Valparaiso","IN",41.47339,-87.03165,-6,1,"41.47339,-87.03165"
"133","47872","Rockville","IN",39.758142,-87.1754,-5,0,"39.758142,-87.1754"
"134","47741","Evansville","IN",37.997128,-87.574963,-6,1,"37.997128,-87.574963"
"135","46275","Indianapolis","IN",39.779492,-86.132837,-5,0,"39.779492,-86.132837"
"136","41702","Hazard","KY",37.320076,-83.206495,-5,1,"37.320076,-83.206495"
"137","47107","Bradford","IN",38.190314,-86.115257,-5,1,"38.190314,-86.115257"
"138","40065","Shelbyville","KY",38.211511,-85.21658,-5,1,"38.211511,-85.21658"
"139","47393","Williamsburg","IN",39.953627,-84.99542,-5,0,"39.953627,-84.99542"
"140","46366","North Judson","IN",41.212184,-86.77019,-5,0,"41.212184,-86.77019"
"141","46130","Fountaintown","IN",39.680058,-85.83363,-5,0,"39.680058,-85.83363"
"142","46553","New Paris","IN",41.48922,-85.84083,-5,0,"41.48922,-85.84083"
"143","42002","Paducah","KY",37.085511,-88.71247,-6,1,"37.085511,-88.71247"
"144","41143","Grayson","KY",38.323106,-82.94997,-5,1,"38.323106,-82.94997"
"145","47551","Leopold","IN",38.127871,-86.558,-5,0,"38.127871,-86.558"
"146","40423","Danville","KY",37.624659,-84.845767,-5,1,"37.624659,-84.845767"
"147","46218","Indianapolis","IN",39.805841,-86.10175,-5,0,"39.805841,-86.10175"
"148","40179","West Point","KY",37.998628,-85.946585,-5,1,"37.998628,-85.946585"
"149","46922","Delong","IN",41.040988,-86.206925,-5,0,"41.040988,-86.206925"
"150","47462","Springville","IN",38.967187,-86.63699,-5,0,"38.967187,-86.63699"
"151","46866","Fort Wayne","IN",41.093763,-85.070713,-5,0,"41.093763,-85.070713"
"152","40053","Pewee Valley","KY",37.7604,-85.447393,-5,1,"37.7604,-85.447393"
"153","40702","Corbin","KY",36.937426,-84.1031,-5,1,"36.937426,-84.1031"
"154","41222","Hagerhill","KY",37.780917,-82.82744,-5,1,"37.780917,-82.82744"
"155","47371","Portland","IN",40.419489,-84.96936,-5,0,"40.419489,-84.96936"
"156","47579","Santa Claus","IN",38.115573,-86.91993,-6,1,"38.115573,-86.91993"
"157","47964","Mount Ayr","IN",40.952608,-87.29837,-6,1,"40.952608,-87.29837"
"158","40495","Winston","KY",37.709721,-84.082894,-5,1,"37.709721,-84.082894"
"159","84663","Springville","UT",40.168205,-111.59577,-7,1,"40.168205,-111.59577"
"160","84724","Elsinore","UT",38.686793,-112.14565,-7,1,"38.686793,-112.14565"
"161","41224","Inez","KY",37.866327,-82.52903,-5,1,"37.866327,-82.52903"
"162","42361","Olaton","KY",37.517388,-86.6846,-6,1,"37.517388,-86.6846"
"163","42403","Blackford","KY",37.448198,-87.93391,-6,1,"37.448198,-87.93391"
"164","47971","Oxford","IN",40.520834,-87.2444,-5,0,"40.520834,-87.2444"
"165","41616","David","KY",37.587133,-82.87272,-5,1,"37.587133,-82.87272"
"166","47334","Daleville","IN",40.117139,-85.54205,-5,0,"40.117139,-85.54205"
"167","46732","Cromwell","IN",41.386918,-85.63924,-5,0,"41.386918,-85.63924"
"168","47304","Muncie","IN",40.215398,-85.43636,-5,0,"40.215398,-85.43636"
"169","47954","Ladoga","IN",39.903358,-86.80388,-5,0,"39.903358,-86.80388"
"170","41096","Washington","KY",38.61225,-83.808021,-5,1,"38.61225,-83.808021"
"171","40585","Lexington","KY",38.028269,-84.471505,-5,1,"38.028269,-84.471505"
"172","84112","Salt Lake City","UT",40.76784,-111.83805,-7,1,"40.76784,-111.83805"
"173","84121","Salt Lake City","UT",40.625621,-111.8158,-7,1,"40.625621,-111.8158"
"174","84107","Salt Lake City","UT",40.659997,-111.88394,-7,1,"40.659997,-111.88394"
"175","46069","Sheridan","IN",40.134736,-86.21885,-5,0,"40.134736,-86.21885"
"176","46310","Demotte","IN",41.179017,-87.24265,-6,1,"41.179017,-87.24265"
"177","46915","Burlington","IN",40.495181,-86.394248,-5,0,"40.495181,-86.394248"
"178","40965","Middlesboro","KY",36.617181,-83.72186,-5,1,"36.617181,-83.72186"
"179","41054","Mason","KY",38.593226,-84.578552,-5,1,"38.593226,-84.578552"
"180","84776","Tropic","UT",37.650853,-112.07946,-7,1,"37.650853,-112.07946"
"181","84910","North Salt Lake","UT",40.858481,-111.898438,-7,1,"40.858481,-111.898438"
"182","40489","Waynesburg","KY",37.351221,-84.62099,-5,1,"37.351221,-84.62099"
"183","40155","Muldraugh","KY",37.937825,-85.99137,-5,1,"37.937825,-85.99137"
"184","46869","Fort Wayne","IN",41.093763,-85.070713,-5,0,"41.093763,-85.070713"
"185","47045","Jefferson","IN",38.77905,-84.99462,-5,0,"38.77905,-84.99462"
"186","42776","Sonora","KY",37.52025,-85.8807,-5,1,"37.52025,-85.8807"
"187","46035","Colfax","IN",40.1915,-86.67137,-5,0,"40.1915,-86.67137"
"188","46380","Tefft","IN",41.194816,-86.968614,-6,1,"41.194816,-86.968614"
"189","46565","Shipshewana","IN",41.696334,-85.58665,-5,0,"41.696334,-85.58665"
"190","46868","Fort Wayne","IN",41.093763,-85.070713,-5,0,"41.093763,-85.070713"
"191","41705","Fort Thomas","KY",39.08359,-84.450912,-5,1,"39.08359,-84.450912"
"192","40280","Louisville","KY",38.246721,-85.685261,-5,1,"38.246721,-85.685261"
"193","40745","London","KY",37.137615,-84.115617,-5,1,"37.137615,-84.115617"
"194","40828","Evarts","KY",36.86772,-83.17747,-5,1,"36.86772,-83.17747"
"195","40212","Louisville","KY",38.26632,-85.79998,-5,1,"38.26632,-85.79998"
"196","46017","Anderson","IN",40.096343,-85.60147,-5,0,"40.096343,-85.60147"
"197","47721","Evansville","IN",37.978035,-87.600791,-6,1,"37.978035,-87.600791"
"198","84640","Lynndyl","UT",39.522214,-112.36913,-7,1,"39.522214,-112.36913"
"199","41546","McVeigh","KY",37.550374,-82.25703,-5,1,"37.550374,-82.25703"
"200","46711","Berne","IN",40.660174,-84.94244,-5,0,"40.660174,-84.94244"
"201","42041","Fulton","KY",36.532059,-88.89132,-6,1,"36.532059,-88.89132"
"202","47845","Coalmont","IN",39.387544,-87.090363,-5,0,"39.387544,-87.090363"
"203","47124","Greenville","IN",38.363632,-85.99239,-5,1,"38.363632,-85.99239"
"204","84139","Salt Lake City","UT",40.668068,-111.908297,-7,1,"40.668068,-111.908297"
"205","42631","Marshes Siding","KY",36.762748,-84.51036,-5,1,"36.762748,-84.51036"
"206","84130","Salt Lake City","UT",40.668068,-111.908297,-7,1,"40.668068,-111.908297"
"207","40979","Roark","KY",37.016332,-83.51075,-5,1,"37.016332,-83.51075"
"208","41714","Bear Branch","KY",37.163342,-83.51527,-5,1,"37.163342,-83.51527"
"209","46176","Shelbyville","IN",39.523797,-85.77208,-5,0,"39.523797,-85.77208"
"210","47448","Nashville","IN",39.199357,-86.2395,-5,0,"39.199357,-86.2395"
"211","40446","Lancaster","KY",37.651397,-84.546693,-5,1,"37.651397,-84.546693"
"212","46214","Indianapolis","IN",39.792993,-86.28575,-5,0,"39.792993,-86.28575"
"213","84511","Blanding","UT",37.562925,-109.46245,-7,1,"37.562925,-109.46245"
"214","40508","Lexington","KY",38.051727,-84.49336,-5,1,"38.051727,-84.49336"
"215","40202","Louisville","KY",38.252854,-85.75137,-5,1,"38.252854,-85.75137"
"216","40266","Louisville","KY",38.188962,-85.676819,-5,1,"38.188962,-85.676819"
"217","41053","Kenton","KY",38.944663,-84.520501,-5,1,"38.944663,-84.520501"
"218","42061","Lowes","KY",36.885527,-88.77469,-6,1,"36.885527,-88.77469"
"219","84745","La Verkin","UT",37.219954,-113.25581,-7,1,"37.219954,-113.25581"
"220","46285","Indianapolis","IN",39.779492,-86.132837,-5,0,"39.779492,-86.132837"
"221","42413","Hanson","KY",37.425687,-87.495,-6,1,"37.425687,-87.495"
"222","46402","Gary","IN",41.601086,-87.33681,-6,1,"41.601086,-87.33681"
"223","84335","Smithfield","UT",41.833371,-111.85897,-7,1,"41.833371,-111.85897"
"224","46692","Noble","IN",40.752777,-85.744328,-5,0,"40.752777,-85.744328"
"225","84404","Ogden","UT",41.270319,-112.01932,-7,1,"41.270319,-112.01932"
"226","84765","Santa Clara","UT",37.136937,-113.64916,-7,1,"37.136937,-113.64916"
"227","84781","Pine Valley","UT",37.391737,-113.51806,-7,1,"37.391737,-113.51806"
"228","46305","Granger","IN",41.74486,-86.177059,-5,0,"41.74486,-86.177059"
"229","47169","Washington","IN",38.609733,-86.055202,-5,0,"38.609733,-86.055202"
"230","41519","Canada","KY",37.60512,-82.31477,-5,1,"37.60512,-82.31477"
"231","46566","Sidney","IN",41.105868,-85.74168,-5,0,"41.105868,-85.74168"
"232","47327","Cambridge City","IN",39.816703,-85.17784,-5,0,"39.816703,-85.17784"
"233","47390","Union City","IN",40.212425,-84.83422,-5,0,"40.212425,-84.83422"
"234","42741","Glens Fork","KY",36.98182,-85.22988,-6,1,"36.98182,-85.22988"
"235","84757","New Harmony","UT",37.391483,-113.2821,-7,1,"37.391483,-113.2821"
"236","40596","Lexington","KY",38.028269,-84.471505,-5,1,"38.028269,-84.471505"
"237","41216","East Point","KY",37.756007,-82.81931,-5,1,"37.756007,-82.81931"
"238","41777","Yeaddiss","KY",37.065439,-83.22479,-5,1,"37.065439,-83.22479"
"239","42722","Canmer","KY",37.271372,-85.72639,-6,1,"37.271372,-85.72639"
"240","46327","Hammond","IN",41.634385,-87.50911,-6,1,"41.634385,-87.50911"
"241","47529","Elnora","IN",38.869876,-87.08288,-5,0,"38.869876,-87.08288"
"242","46158","Mooresville","IN",39.588545,-86.37431,-5,0,"39.588545,-86.37431"
"243","47128","Madison","IN",38.557243,-86.261089,-5,0,"38.557243,-86.261089"
"244","46859","Fort Wayne","IN",41.093763,-85.070713,-5,0,"41.093763,-85.070713"
"245","46508","Burket","IN",41.154441,-85.96915,-5,0,"41.154441,-85.96915"
"246","40357","North Middletown","KY",38.146395,-84.107655,-5,1,"38.146395,-84.107655"
"247","46898","Fort Wayne","IN",41.093763,-85.070713,-5,0,"41.093763,-85.070713"
"248","47435","Helmsburg","IN",39.196272,-86.230212,-5,0,"39.196272,-86.230212"
"249","84035","Jensen","UT",40.443203,-109.25255,-7,1,"40.443203,-109.25255"
"250","42202","Adairville","KY",36.681441,-86.85365,-6,1,"36.681441,-86.85365"
"251","42354","McHenry","KY",37.3799,-86.9258,-6,1,"37.3799,-86.9258"
"252","40178","Westview","KY",37.647315,-86.40623,-6,1,"37.647315,-86.40623"
"253","41274","Wittensville","KY",37.86388,-82.80914,-5,1,"37.86388,-82.80914"
"254","42320","Beaver Dam","KY",37.377266,-86.88364,-6,1,"37.377266,-86.88364"
"255","46951","Macy","IN",40.952117,-86.1172,-5,0,"40.952117,-86.1172"
"256","42321","Beech Creek","KY",37.177839,-87.05761,-6,1,"37.177839,-87.05761"
"257","40019","Eminence","KY",38.370336,-85.17208,-5,1,"38.370336,-85.17208"
"258","47249","Kurtz","IN",38.897974,-86.056681,-5,0,"38.897974,-86.056681"
"259","47387","Straughn","IN",39.838735,-85.28409,-5,0,"39.838735,-85.28409"
"260","42038","Eddyville","KY",37.051386,-88.03613,-6,1,"37.051386,-88.03613"
"261","47637","Tennyson","IN",38.132339,-87.14259,-6,1,"38.132339,-87.14259"
"262","46406","Gary","IN",41.589135,-87.40962,-6,1,"41.589135,-87.40962"
"263","41135","Emerson","KY",38.365096,-83.27206,-5,1,"38.365096,-83.27206"
"264","46375","Schererville","IN",41.492085,-87.4519,-6,1,"41.492085,-87.4519"
"265","84097","Orem","UT",40.301444,-111.67485,-7,1,"40.301444,-111.67485"
"266","42164","Scottsville","KY",36.767969,-86.1813,-6,1,"36.767969,-86.1813"
"267","47241","Bedford","IN",38.873216,-86.518002,-5,0,"38.873216,-86.518002"
"268","47320","Albany","IN",40.290747,-85.25293,-5,0,"40.290747,-85.25293"
"269","42501","Somerset","KY",37.075624,-84.54437,-5,1,"37.075624,-84.54437"
"270","41338","Island City","KY",37.398617,-83.704908,-5,1,"37.398617,-83.704908"
"271","40390","Wilmore","KY",37.85743,-84.66069,-5,1,"37.85743,-84.66069"
"272","46256","Indianapolis","IN",39.907838,-86.01405,-5,0,"39.907838,-86.01405"
"273","46857","Fort Wayne","IN",41.093763,-85.070713,-5,0,"41.093763,-85.070713"
"274","84095","South Jordan","UT",40.561598,-111.96088,-7,1,"40.561598,-111.96088"
"275","41831","Leburn","KY",37.387358,-82.95633,-5,1,"37.387358,-82.95633"
"276","41043","Foster","KY",38.765448,-84.16998,-5,1,"38.765448,-84.16998"
"277","47878","Seelyville","IN",39.492838,-87.266549,-5,0,"39.492838,-87.266549"
"278","46223","Indianapolis","IN",39.779492,-86.132837,-5,0,"39.779492,-86.132837"
"279","46536","Lakeville","IN",41.519839,-86.2795,-5,0,"41.519839,-86.2795"
"280","47456","Quincy","IN",39.448838,-86.73117,-5,0,"39.448838,-86.73117"
"281","41602","Auxier","KY",37.73696,-82.74012,-5,1,"37.73696,-82.74012"
"282","40510","Lexington","KY",38.064087,-84.60713,-5,1,"38.064087,-84.60713"
"283","40583","Lexington","KY",38.028269,-84.471505,-5,1,"38.028269,-84.471505"
"284","41081","Plummers Landing","KY",38.3481,-83.718626,-5,1,"38.3481,-83.718626"
"285","40384","Versailles","KY",38.021292,-84.745488,-5,1,"38.021292,-84.745488"
"286","46046","Hillisburg","IN",40.304473,-86.469044,-5,0,"40.304473,-86.469044"
"287","46149","Lizton","IN",39.885033,-86.54978,-5,0,"39.885033,-86.54978"
"288","46538","Leesburg","IN",41.323642,-85.78997,-5,0,"41.323642,-85.78997"
"289","47370","Pershing","IN",39.861314,-85.147437,-5,0,"39.861314,-85.147437"
"290","46280","Indianapolis","IN",39.939102,-86.13831,-5,0,"39.939102,-86.13831"
"291","47135","Laconia","IN",38.038838,-86.07212,-5,1,"38.038838,-86.07212"
"292","47731","Evansville","IN",37.997128,-87.574963,-6,1,"37.997128,-87.574963"
"293","47922","Brook","IN",40.8685,-87.35899,-6,1,"40.8685,-87.35899"
"294","84060","Park City","UT",40.648541,-111.49362,-7,1,"40.648541,-111.49362"
"295","46696","Franklin","IN",41.156891,-86.604952,-5,0,"41.156891,-86.604952"
"296","46516","Elkhart","IN",41.676899,-85.96044,-5,0,"41.676899,-85.96044"
"297","47561","Oaktown","IN",38.864563,-87.44554,-5,0,"38.864563,-87.44554"
"298","40621","Frankfort","KY",38.234133,-84.874809,-5,1,"38.234133,-84.874809"
"299","46986","Swayzee","IN",40.504346,-85.82678,-5,0,"40.504346,-85.82678"
"300","41775","Wendover","KY",37.10014,-83.34647,-5,1,"37.10014,-83.34647"
"301","84651","Payson","UT",40.025007,-111.72117,-7,1,"40.025007,-111.72117"
"302","40011","Campbellsburg","KY",38.53445,-85.17178,-5,1,"38.53445,-85.17178"
"303","84244","Ogden","UT",41.255285,-111.956721,-7,1,"41.255285,-111.956721"
"304","47639","Haubstadt","IN",38.187983,-87.5658,-6,1,"38.187983,-87.5658"
"305","41549","Myra","KY",37.293386,-82.60019,-5,1,"37.293386,-82.60019"
"306","42324","Belton","KY",37.150125,-87.00657,-6,1,"37.150125,-87.00657"
"307","47870","Prairieton","IN",39.371187,-87.475871,-5,0,"39.371187,-87.475871"
"308","46531","Grovertown","IN",41.356991,-86.50975,-5,0,"41.356991,-86.50975"
"309","47983","Stockwell","IN",40.285727,-86.77511,-5,0,"40.285727,-86.77511"
"310","47740","Evansville","IN",37.997128,-87.574963,-6,1,"37.997128,-87.574963"
"311","41836","Mallie","KY",37.245041,-82.8955,-5,1,"37.245041,-82.8955"
"312","46074","Westfield","IN",40.041325,-86.15262,-5,0,"40.041325,-86.15262"
"313","40224","Louisville","KY",38.188962,-85.676819,-5,1,"38.188962,-85.676819"
"314","41002","Augusta","KY",38.76189,-83.99683,-5,1,"38.76189,-83.99683"
"315","41849","Seco","KY",37.172969,-82.72934,-5,1,"37.172969,-82.72934"
"316","40587","Lexington","KY",38.028269,-84.471505,-5,1,"38.028269,-84.471505"
"317","40949","Heidrick","KY",36.897618,-83.87252,-5,1,"36.897618,-83.87252"
"318","47265","North Vernon","IN",39.011225,-85.63325,-5,0,"39.011225,-85.63325"
"319","40146","Irvington","KY",37.88108,-86.31377,-6,1,"37.88108,-86.31377"
"320","46307","Crown Point","IN",41.418873,-87.34298,-6,1,"41.418873,-87.34298"
